Z,A,M,HL,DHL,ELP,DELP,EEM,DEEM,EHP,DEHP
19,37,g,1.225,0.007,2342840.0,2844.37,1079930.0,0.0,0.0,0.0
19,38,g,456.6,2.4,1201320.0,291.116,3190500.0,0.0,0.0,0.0
19,38,m,0.924,0.002,2312410.0,23221.6,1030620.0,0.0,0.0,0.0
19,39,g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,40,g,3.94588e+16,94670800000000.0,521196.0,993.301,154150.0,0.0,0.0,0.0
19,41,g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,42,g,44492.4,10.8,1420790.0,8787.91,275987.0,0.0,0.0,0.0
19,43,g,79920.0,720.0,309558.0,6548.75,966160.0,0.0,0.0,0.0
19,44,g,1327.8,11.4,1436100.0,77798.7,2391270.0,0.0,0.0,0.0
19,45,g,1068.6,36.6,983554.0,43957.6,1834250.0,0.0,0.0,0.0
19,46,g,105.0,10.0,2320770.0,5445.87,2650640.0,0.0,0.0,0.0
19,47,g,17.5,0.24,1809360.0,41012.7,2623760.0,0.0,0.0,0.0
19,48,g,6.8,0.2,2659300.0,176384.0,6450820.0,103.056,1571.38,103.056
19,49,g,1.26,0.05,1763770.0,0.0,1763770.0,0.0,1251880.0,0.0
19,50,g,0.472,0.004,3936040.0,0.0,3936040.0,0.0,570408.0,0.0
19,51,g,0.365,0.005,3564810.0,0.0,3564810.0,0.0,1116210.0,0.0
19,52,g,0.105,0.005,3049180.0,0.0,3049180.0,0.0,2233680.0,0.0
19,53,g,0.03,0.005,3259470.0,0.0,3259470.0,0.0,2411470.0,0.0
19,54,g,0.01,0.005,6163330.0,0.0,6163330.0,0.0,0.0,0.0
19,55,g,0.003,0.0,5950000.0,0.0,5950000.0,0.0,0.0,0.0
20,34,g,3.5e-08,0.0,0.0,0.0,0.0,0.0,772201.0,0.0
20,35,g,0.0257,0.0002,3874420.0,0.0,3874420.0,0.0,3869170.0,0.0
20,36,g,0.102,0.002,2905200.0,0.0,2905200.0,0.0,1323210.0,0.0
20,37,g,0.1811,0.001,2701870.0,0.0,2701870.0,0.0,2007460.0,0.0
20,38,g,0.44,0.012,2429500.0,10855.2,1367870.0,0.0,0.0,0.0
20,39,g,0.8596,0.0014,2560270.0,942.465,1021310.0,0.0,0.0,0.0
20,40,g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,41,g,3162000000000.0,53646800000.0,2287.8,41.4837,408.658,0.0,0.0,0.0
20,42,g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,43,g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,44,g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,45,g,14052100.0,9504.0,77560.3,239.997,0.0,0.0,0.0,0.0
20,46,g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,47,g,392083.0,172.8,344612.0,15740.7,1060410.0,0.0,0.0,0.0
20,48,g,1.67255e+27,5.36479e+26,2183850.0,0.0,47000.3,0.0,0.0,0.0
20,49,g,523.2,1.2,869511.0,9945.6,3167140.0,0.0,0.0,0.0
20,50,g,13.9,0.6,1569700.0,0.0,1569700.0,0.0,0.0,0.0
20,51,g,10.0,0.8,2452670.0,0.0,2452670.0,0.0,0.0,0.0
20,52,g,4.6,0.3,2577520.0,0.0,2577520.0,0.0,13183.5,0.0
20,53,g,0.09,0.015,2597150.0,0.0,2597150.0,0.0,329152.0,0.0
20,54,g,0.05,0.0,3443330.0,0.0,3443330.0,0.0,0.0,0.0
20,55,g,0.03,0.0,3820000.0,0.0,3820000.0,0.0,0.0,0.0
20,56,g,0.01,0.0,3943330.0,0.0,3943330.0,0.0,0.0,0.0
20,57,g,0.005,0.0,4523330.0,0.0,4523330.0,0.0,0.0,0.0
21,36,g,1e-09,1e-09,0.0,0.0,0.0,0.0,2011000.0,0.0
21,37,g,1e-09,1e-09,0.0,0.0,0.0,0.0,1991000.0,0.0
21,38,g,3e-07,0.0,0.0,0.0,0.0,0.0,933001.0,0.0
21,39,g,3e-07,0.0,0.0,0.0,0.0,0.0,602002.0,0.0
21,40,g,0.1823,0.0008,3338640.0,346170.0,7099940.0,280.392,2723.99,280.392
21,41,g,0.5963,0.0017,2541320.0,506.88,1022040.0,0.0,0.0,0.0
21,42,g,0.6808,0.0003,2507710.0,41.6411,1021140.0,0.0,0.0,0.0
21,42,m,62.0,0.3,1255630.0,88.4806,4204220.0,0.0,0.0,0.0
21,43,g,14007.6,43.2,419850.0,3562.6,984810.0,0.0,0.0,0.0
21,44,g,14292.0,144.0,596030.0,905.376,2135770.0,0.0,0.0,0.0
21,44,m,210960.0,360.0,32820.0,3236.69,275272.0,0.0,0.0,0.0
21,45,g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,45,m,0.325,0.004,11711.2,908.004,699.986,0.0,0.0,0.0
21,46,g,7239200.0,1382.4,112017.0,283.398,2009330.0,0.0,0.0,0.0
21,46,m,18.7,0.07,58899.9,5752.35,82958.8,0.0,0.0,0.0
21,47,g,289310.0,77.76,162644.0,1351.85,108537.0,0.0,0.0,0.0
21,48,g,157212.0,324.0,219586.0,2331.87,3349600.0,0.0,0.0,0.0
21,49,g,3432.0,12.0,819879.0,1643.04,3340.29,0.0,0.0,0.0
21,50,g,102.5,0.5,1624130.0,43499.9,3198100.0,0.0,0.0,0.0
21,50,m,0.35,0.03,40685.5,31898.3,264404.0,0.0,0.0,0.0
21,51,g,12.4,0.1,1841880.0,28263.7,2350040.0,0.0,0.0,0.0
21,52,g,8.2,0.2,2864020.0,198640.0,2892820.0,80.5329,1170.6,80.5329
21,53,g,3.0,0.0,3070000.0,0.0,3070000.0,0.0,0.0,0.0
21,54,g,0.26,0.03,3790000.0,0.0,3790000.0,0.0,0.0,0.0
21,55,g,0.12,0.04,4030000.0,0.0,4030000.0,0.0,0.0,0.0
21,56,g,0.08,0.0,4556670.0,0.0,4556670.0,0.0,0.0,0.0
21,57,g,0.013,0.004,3709580.0,0.0,3709580.0,0.0,839743.0,0.0
21,58,g,0.012,0.005,5200000.0,0.0,5200000.0,0.0,0.0,0.0
21,59,g,0.01,0.0,5060000.0,0.0,5060000.0,0.0,0.0,0.0
21,60,g,0.003,0.0,5883330.0,0.0,5883330.0,0.0,0.0,0.0
22,38,g,1.2e-07,0.0,0.0,0.0,0.0,0.0,962001.0,0.0
22,39,g,0.031,0.004,3896960.0,0.0,3896960.0,0.0,3896960.0,0.0
22,40,g,0.0533,0.0015,2783850.0,0.0,2783850.0,0.0,2783850.0,0.0
22,41,g,0.0809,0.0012,2964320.0,0.0,2964320.0,0.0,2964320.0,0.0
22,42,g,0.199,0.006,2637260.0,523963.0,1384580.0,201.347,1014.04,201.347
22,43,g,0.509,0.005,2636810.0,41165.9,1202080.0,0.0,0.0,0.0
22,44,g,1893420000.0,34712600.0,10697.9,233.888,139567.0,0.0,0.0,0.0
22,45,g,11088.0,36.0,373343.0,453.54,871845.0,0.0,0.0,0.0
22,46,g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,47,g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,48,g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,49,g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,50,g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,51,g,348.0,1.8,868932.0,12046.2,364555.0,0.0,0.0,0.0
22,52,g,102.0,6.0,742000.0,4000.0,127541.0,0.0,0.0,0.0
22,53,g,32.7,0.9,1673000.0,0.0,1673000.0,0.0,0.0,0.0
22,54,g,1.5,0.4,1433670.0,0.0,1433670.0,0.0,0.0,0.0
22,55,g,0.49,0.09,2493330.0,0.0,2493330.0,0.0,0.0,0.0
22,56,g,0.164,0.024,2380000.0,0.0,2380000.0,0.0,0.0,0.0
22,57,g,0.06,0.016,3542700.0,0.0,3542700.0,0.0,3351.53,0.0
22,58,g,0.054,0.007,3146670.0,0.0,3146670.0,0.0,0.0,0.0
22,59,g,0.03,0.0025,3950000.0,0.0,3950000.0,0.0,0.0,0.0
22,60,g,0.022,0.002,3643330.0,0.0,3643330.0,0.0,0.0,0.0
22,61,g,0.01,0.0,4570000.0,0.0,4570000.0,0.0,0.0,0.0
22,62,g,0.01,0.0,4256670.0,0.0,4256670.0,0.0,0.0,0.0
22,63,g,0.003,0.0,5236670.0,0.0,5236670.0,0.0,0.0,0.0
23,40,g,1e-09,1e-09,0.0,0.0,0.0,0.0,1541000.0,0.0
23,41,g,1e-09,1e-09,0.0,0.0,0.0,0.0,1351000.0,0.0
23,42,g,5.5e-08,0.0,0.0,0.0,0.0,0.0,241001.0,0.0
23,43,g,0.08,0.0,3767000.0,0.0,3767000.0,0.0,0.0,0.0
23,44,g,0.111,0.007,4215330.0,687466.0,4526160.0,470.061,2903.01,470.061
23,44,m,0.15,0.003,4566170.0,0.0,4566170.0,0.0,0.0,0.0
23,45,g,0.547,0.006,2850610.0,60867.1,1022390.0,22.1301,1037.11,22.1301
23,46,g,0.4225,0.00011,2814330.0,506.569,1021570.0,0.0,0.0,0.0
23,46,m,0.00102,7e-05,0.0,0.0,801100.0,0.0,0.0,0.0
23,47,g,1956.0,18.0,803146.0,543.393,995048.0,0.0,0.0,0.0
23,48,g,1380150.0,259.2,149278.0,574.417,2915940.0,0.0,0.0,0.0
23,49,g,28512000.0,1728000.0,3583.17,358.317,946.947,0.0,0.0,0.0
23,50,g,4.41797e+24,1.26228e+24,15679.3,74.8336,1423490.0,0.0,0.0,0.0
23,51,g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,52,g,224.7,0.3,1064340.0,748.524,1448360.0,0.0,0.0,0.0
23,53,g,97.2,2.4,1005110.0,13722.8,1041590.0,0.0,0.0,0.0
23,54,g,49.8,0.5,1357520.0,108486.0,4097540.0,0.0,0.0,0.0
23,55,g,6.54,0.15,2382430.0,45617.8,689188.0,0.0,0.0,0.0
23,56,g,0.216,0.004,3067070.0,0.0,3067070.0,0.0,0.0,0.0
23,57,g,0.35,0.01,2769940.0,0.0,2769940.0,0.0,3019.9,0.0
23,58,g,0.191,0.008,1623230.0,0.0,1623230.0,0.0,848560.0,0.0
23,59,g,0.075,0.007,3606670.0,0.0,3606670.0,0.0,0.0,0.0
23,60,g,0.122,0.018,4640000.0,0.0,4640000.0,0.0,0.0,0.0
23,61,g,0.047,0.0012,4152960.0,0.0,4152960.0,0.0,136031.0,0.0
23,62,g,0.0335,0.002,5330000.0,0.0,5330000.0,0.0,0.0,0.0
23,63,g,0.017,0.003,4167680.0,0.0,4167680.0,0.0,1000010.0,0.0
23,64,g,0.01,0.0,5916670.0,0.0,5916670.0,0.0,0.0,0.0
23,65,g,0.01,0.0,5516670.0,0.0,5516670.0,0.0,0.0,0.0
24,42,g,0.014,0.003,4720000.0,0.0,4720000.0,0.0,0.0,0.0
24,43,g,0.0216,0.0007,4842570.0,0.0,4842570.0,0.0,1081940.0,0.0
24,44,g,0.054,0.004,3454610.0,0.0,3454610.0,0.0,150010.0,0.0
24,45,g,0.05,0.006,3903470.0,0.0,3903470.0,0.0,762041.0,0.0
24,45,m,0.001,0.0,2160000.0,0.0,2185000.0,0.0,0.0,0.0
24,46,g,0.26,0.06,3089000.0,10000.0,1022000.0,3.54934,1167.91,3.54934
24,47,g,0.5,0.015,3008760.0,55349.1,1025240.0,20.0859,1092.24,20.0859
24,48,g,77616.0,108.0,8404.29,317.736,433794.0,0.0,0.0,0.0
24,49,g,2514.0,18.0,596494.0,13748.0,1047240.0,0.0,0.0,0.0
24,50,g,5.68037e+24,0.0,1167200.0,0.0,0.0,0.0,0.0,0.0
24,51,g,2393630.0,345.6,3666.66,28.4687,32774.3,0.0,0.0,0.0
24,52,g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,53,g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,54,g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,55,g,212.4,1.8,1096510.0,257.666,4242.83,0.0,0.0,0.0
24,56,g,356.4,6.0,606661.0,4013.97,91688.7,0.0,0.0,0.0
24,57,g,21.1,1.0,1949270.0,272127.0,462212.0,0.0,0.0,0.0
24,58,g,7.0,0.3,1360000.0,0.0,1360000.0,0.0,0.0,0.0
24,59,g,0.46,0.05,2530000.0,0.0,2530000.0,0.0,0.0,0.0
24,60,g,0.56,0.06,2226670.0,0.0,2226670.0,0.0,0.0,0.0
24,61,g,0.261,0.015,3126670.0,0.0,3126670.0,0.0,0.0,0.0
24,62,g,0.199,0.009,2543170.0,0.0,2543170.0,0.0,0.0,0.0
24,63,g,0.129,0.002,3606670.0,0.0,3606670.0,0.0,0.0,0.0
24,64,g,0.043,0.001,3156670.0,0.0,3156670.0,0.0,0.0,0.0
24,65,g,0.027,0.003,4290000.0,0.0,4290000.0,0.0,0.0,0.0
24,66,g,0.01,0.006,3816670.0,0.0,3816670.0,0.0,0.0,0.0
24,67,g,0.01,0.0,4783330.0,0.0,4783330.0,0.0,0.0,0.0
25,44,g,1.05e-07,0.0,0.0,0.0,0.0,0.0,1241000.0,0.0
25,45,g,7e-08,0.0,0.0,0.0,0.0,0.0,1061000.0,0.0
25,46,g,0.037,0.003,4569980.0,0.0,4569980.0,0.0,1149180.0,0.0
25,46,m,0.001,0.0,5751330.0,0.0,5751330.0,0.0,0.0,0.0
25,47,g,0.1,0.05,4020500.0,0.0,4020500.0,0.0,60547.8,0.0
25,48,g,0.1581,0.0022,4490820.0,0.0,4490820.0,0.0,3783.88,0.0
25,49,g,0.382,0.007,3104910.0,119559.0,1094380.0,43.0924,1118.62,43.0924
25,50,g,0.28319,0.0001,3099760.0,101.455,1022890.0,0.0375027,1083.18,0.0375027
25,50,m,105.0,1.8,2620570.0,0.0,2620570.0,0.0,0.0,0.0
25,51,g,2772.0,6.0,934835.0,699.479,997682.0,0.0,0.0,0.0
25,52,g,483408.0,259.2,71557.6,555.91,3461260.0,0.0,0.0,0.0
25,52,m,1272.0,24.0,1132930.0,3654.05,2408590.0,0.0,0.0,0.0
25,53,g,116132000000000.0,6627100000000.0,4001.64,400.164,1422.15,0.0,0.0,0.0
25,54,g,26973200.0,2592.0,4025.33,31.6893,836017.0,0.0,0.0,0.0
25,55,g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,56,g,9283.61,1.656,820115.0,8538.03,1684000.0,0.0,0.0,0.0
25,57,g,85.4,1.8,1104270.0,104635.0,99629.5,0.0,0.0,0.0
25,58,g,65.2,0.5,1711420.0,97417.8,2382190.0,0.0,0.0,0.0
25,58,m,2.7,0.6,2828390.0,31933.2,120068.0,0.0,0.0,0.0
25,59,g,4.59,0.05,2059810.0,234355.0,537885.0,0.0,0.0,0.0
25,60,g,51.0,6.0,3840000.0,50000.0,0.0,14.7431,1214.83,14.7431
25,60,m,1.77,0.02,2508650.0,0.0,2539920.0,0.0,0.0,0.0
25,61,g,0.67,0.04,3255660.0,193544.0,130289.0,0.0,0.0,0.0
25,62,g,0.88,0.15,3803000.0,933575.0,2147510.0,375.366,1552.11,375.366
25,62,m,0.092,0.013,3620670.0,0.0,3620670.0,0.0,0.0,0.0
25,63,g,0.275,0.004,3066670.0,0.0,3066670.0,0.0,0.0,0.0
25,64,g,0.0888,0.0025,4050000.0,0.0,4050000.0,0.0,0.0,0.0
25,65,g,0.092,0.001,3403330.0,0.0,3403330.0,0.0,0.0,0.0
25,66,g,0.0644,0.0018,4440000.0,0.0,4440000.0,0.0,0.0,0.0
25,67,g,0.045,0.004,4096670.0,0.0,4096670.0,0.0,0.0,0.0
25,68,g,0.028,0.004,4843330.0,0.0,4843330.0,0.0,0.0,0.0
25,69,g,0.014,0.004,3904190.0,0.0,3904190.0,0.0,585522.0,0.0
26,45,g,0.0049,0.0015,1234440.0,0.0,1234440.0,0.0,2083440.0,0.0
26,46,g,0.009,0.004,3886510.0,0.0,3886510.0,0.0,1117440.0,0.0
26,47,g,0.0218,0.0007,4063120.0,0.0,4063120.0,0.0,3385390.0,0.0
26,48,g,0.044,0.007,3668060.0,0.0,3668060.0,0.0,81981.0,0.0
26,49,g,0.07,0.003,3509260.0,0.0,3509260.0,0.0,1423500.0,0.0
26,50,g,0.155,0.011,2715600.0,0.0,2715600.0,0.0,0.0,0.0
26,51,g,0.305,0.005,3269200.0,60014.0,1062260.0,21.5487,1173.84,21.5487
26,52,g,29782.8,28.8,194303.0,2797.58,742246.0,0.0,0.0,0.0
26,52,m,45.9,0.6,1981660.0,63731.2,4886110.0,0.0,0.0,0.0
26,53,g,510.6,4.2,1106980.0,62687.1,1184250.0,0.0,0.0,0.0
26,53,m,154.8,1.8,0.0,0.0,3034680.0,0.0,0.0,0.0
26,54,g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,55,g,86686900.0,252455.0,4003.62,108.027,1661.12,0.0,0.0,0.0
26,56,g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,57,g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,58,g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,59,g,3844280.0,1036.8,117781.0,594.635,1188360.0,0.0,0.0,0.0
26,60,g,47336400000000.0,9467280000000.0,87667.7,1461.15,0.0,0.0,0.0,0.0
26,61,g,358.8,3.6,1325800.0,0.0,1325800.0,0.0,0.0,0.0
26,62,g,68.0,2.0,826000.0,12000.0,506100.0,0.0,0.0,0.0
26,63,g,6.1,0.6,2604280.0,231384.0,317728.0,0.0,0.0,0.0
26,64,g,2.0,0.2,2237500.0,130418.0,46756.0,0.0,0.0,0.0
26,65,g,1.3,0.3,2763330.0,0.0,2763330.0,0.0,0.0,0.0
26,66,g,0.44,0.04,2180000.0,0.0,2180000.0,0.0,0.0,0.0
26,67,g,0.394,0.009,3123330.0,0.0,3123330.0,0.0,0.0,0.0
26,68,g,0.187,0.006,2690000.0,0.0,2690000.0,0.0,0.0,0.0
26,69,g,0.109,0.009,3678750.0,0.0,3678750.0,0.0,82752.3,0.0
26,70,g,0.094,0.017,3180000.0,0.0,3180000.0,0.0,0.0,0.0
26,71,g,0.03,0.0,4290000.0,0.0,4290000.0,0.0,0.0,0.0
26,72,g,0.01,0.0,3666670.0,0.0,3666670.0,0.0,0.0,0.0
27,47,g,1e-09,1e-09,0.0,0.0,0.0,0.0,2651000.0,0.0
27,48,g,1e-09,1e-09,0.0,0.0,0.0,0.0,971001.0,0.0
27,49,g,3.5e-08,0.0,0.0,0.0,0.0,0.0,1291000.0,0.0
27,50,g,0.044,0.004,4421750.0,0.0,4421750.0,0.0,1772150.0,0.0
27,51,g,0.06,0.0,4317330.0,0.0,4317330.0,0.0,0.0,0.0
27,52,g,0.115,0.023,3669000.0,0.0,3669000.0,0.0,0.0,0.0
27,52,m,0.104,0.011,2465330.0,0.0,2655330.0,0.0,0.0,0.0
27,53,g,0.24,0.02,3397440.0,75601.2,1096370.0,27.0439,1212.17,27.0439
27,53,m,0.247,0.012,2776030.0,0.0,2776030.0,0.0,23895.0,0.0
27,54,g,0.19328,7e-05,3399740.0,78.2752,1021010.0,0.0426158,1183.23,0.0426158
27,54,m,88.8,1.2,2047230.0,2391.6,3930560.0,0.0,0.0,0.0
27,55,g,63108.0,108.0,436581.0,20657.5,2007030.0,0.0,0.0,0.0
27,56,g,6673190.0,2246.4,122250.0,2313.64,3604380.0,0.0,0.0,0.0
27,57,g,23483500.0,4320.0,18289.8,274.761,125215.0,0.0,0.0,0.0
27,58,g,6121440.0,2592.0,33842.7,330.554,975498.0,0.0,0.0,0.0
27,58,m,32760.0,324.0,22724.1,488.709,1964.72,0.0,0.0,0.0
27,59,g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,60,g,166340000.0,25245.5,96522.0,202.529,2503840.0,0.0,0.0,0.0
27,60,m,628.02,0.36,56253.1,142.368,6690.77,0.0,0.0,0.0
27,61,g,5940.0,18.0,466359.0,2011.64,96965.6,0.0,0.0,0.0
27,62,g,92.4,6.0,1611950.0,24695.4,1595050.0,0.0,0.0,0.0
27,62,m,834.6,3.0,1760910.0,0.0,1761130.0,0.0,0.0,0.0
27,63,g,27.4,0.5,1568350.0,79081.1,144083.0,0.0,0.0,0.0
27,64,g,0.3,0.03,3288650.0,259318.0,181165.0,0.0,0.0,0.0
27,65,g,1.2,0.06,2664890.0,24974.9,114733.0,0.0,0.0,0.0
27,66,g,0.2,0.02,3442280.0,279779.0,2448130.0,96.7217,1199.02,96.7217
27,67,g,0.425,0.02,3666150.0,223098.0,783843.0,64.9271,1099.51,64.9271
27,68,g,0.2,0.02,3827810.0,312951.0,3444380.0,128.572,1576.15,128.572
27,68,m,1.6,0.3,2043970.0,0.0,2118970.0,0.0,0.0,0.0
27,69,g,0.227,0.013,3306550.0,0.0,3306550.0,0.0,13481.2,0.0
27,70,g,0.119,0.006,4503330.0,0.0,4503330.0,0.0,0.0,0.0
27,70,m,0.5,0.18,4570000.0,0.0,4570000.0,0.0,0.0,0.0
27,71,g,0.097,0.002,3776670.0,0.0,3776670.0,0.0,0.0,0.0
27,72,g,0.09,0.02,4880000.0,0.0,4880000.0,0.0,0.0,0.0
27,73,g,0.08,0.0,4273330.0,0.0,4273330.0,0.0,0.0,0.0
27,74,g,0.05,0.0,5373330.0,0.0,5373330.0,0.0,0.0,0.0
27,75,g,0.04,0.0,4800000.0,0.0,4800000.0,0.0,0.0,0.0
28,48,g,0.01,0.0,0.0,0.0,0.0,0.0,3062000.0,0.0
28,49,g,0.013,0.004,6193330.0,0.0,6193330.0,0.0,0.0,0.0
28,50,g,0.0091,0.0018,4470000.0,0.0,4470000.0,0.0,0.0,0.0
28,51,g,0.03,0.0,5276670.0,0.0,5276670.0,0.0,0.0,0.0
28,52,g,0.038,0.005,3449930.0,0.0,3449930.0,0.0,437028.0,0.0
28,53,g,0.045,0.015,3363900.0,0.0,3363900.0,0.0,930150.0,0.0
28,54,g,0.104,0.007,2933170.0,0.0,2933170.0,0.0,0.0,0.0
28,55,g,0.2047,0.0037,3620680.0,5494.5,1020980.0,1.86595,1301.08,1.86595
28,56,g,524880.0,864.0,711800.0,0.0,711800.0,0.0,0.0,0.0
28,57,g,129254.0,1987.2,156457.0,2108.0,1940960.0,0.0,0.0,0.0
28,58,g,2.20903e+28,0.0,1925700.0,0.0,0.0,0.0,0.0,0.0
28,59,g,2398330000000.0,157785000000.0,4339.68,149.24,2373.56,0.0,0.0,0.0
28,60,g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,61,g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,62,g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,63,g,3114670000.0,75736600.0,17187.2,4.1,0.0,0.0,0.0,0.0
28,64,g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,65,g,9072.0,3.6,629696.0,9596.56,549934.0,0.0,0.0,0.0
28,66,g,195840.0,1800.0,65239.4,4644.42,0.0,0.0,0.0,0.0
28,67,g,21.0,1.0,1523240.0,77945.2,50251.5,0.0,0.0,0.0
28,68,g,29.0,2.0,701066.0,0.0,701066.0,0.0,0.0,0.0
28,69,g,11.4,0.3,1173870.0,77862.4,2635390.0,0.0,0.0,0.0
28,69,m,3.5,0.4,2026070.0,0.0,2026070.0,0.0,0.0,0.0
28,70,g,6.0,0.3,1194500.0,0.0,1194500.0,0.0,0.0,0.0
28,71,g,2.56,0.03,2503700.0,0.0,2503700.0,0.0,0.0,0.0
28,72,g,1.57,0.05,1947670.0,0.0,1947670.0,0.0,0.0,0.0
28,73,g,0.84,0.03,3042330.0,0.0,3042330.0,0.0,0.0,0.0
28,74,g,0.68,0.12,2545330.0,0.0,2545330.0,0.0,0.0,0.0
28,75,g,0.6,0.2,3368300.0,0.0,3368300.0,0.0,16138.8,0.0
28,76,g,0.47,0.39,3122000.0,0.0,3122000.0,0.0,0.0,0.0
28,77,g,0.3,0.0,3943330.0,0.0,3943330.0,0.0,0.0,0.0
28,78,g,0.2,0.0,3483330.0,0.0,3483330.0,0.0,0.0,0.0
29,52,g,1e-09,1e-09,0.0,0.0,0.0,0.0,1521000.0,0.0
29,53,g,3e-07,0.0,2651670.0,0.0,2651670.0,0.0,950500.0,0.0
29,54,g,7.5e-08,0.0,0.0,0.0,0.0,0.0,391000.0,0.0
29,55,g,0.04,0.0,2286000.0,0.0,2286000.0,0.0,150501.0,0.0
29,56,g,0.093,0.003,5089070.0,0.0,5089070.0,0.0,8138.6,0.0
29,57,g,0.1963,0.0007,3600070.0,35640.2,1139820.0,12.4663,1260.33,12.4663
29,58,g,3.204,0.007,3291090.0,47333.6,1572120.0,16.228,1109.45,16.228
29,59,g,81.5,0.5,1488290.0,9665.6,1443590.0,0.0,0.0,0.0
29,60,g,1422.0,24.0,901642.0,57831.3,3912370.0,0.0,0.0,0.0
29,61,g,12117.6,118.8,309860.0,13791.5,821758.0,0.0,0.0,0.0
29,62,g,585.0,0.6,1282900.0,3064.19,1011690.0,0.0,0.0,0.0
29,63,g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,64,g,45721.4,7.2,123973.0,659.957,186615.0,0.0,0.0,0.0
29,65,g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,66,g,306.0,0.6,1070640.0,24614.2,81859.7,0.0,0.0,0.0
29,67,g,222840.0,360.0,155667.0,4229.05,115408.0,0.0,0.0,0.0
29,68,g,31.1,1.5,1481480.0,101567.0,1020940.0,0.0,0.0,0.0
29,68,m,225.0,3.0,275296.0,0.0,881440.0,0.0,0.0,0.0
29,69,g,171.0,9.0,886523.0,95257.4,524997.0,0.0,0.0,0.0
29,70,g,44.5,0.2,1327420.0,8431.89,3492360.0,0.0,0.0,0.0
29,70,m,33.0,2.0,1159530.0,0.0,1208060.0,0.0,0.0,0.0
29,70,n,6.6,0.2,2122200.0,0.0,2131820.0,0.0,0.0,0.0
29,71,g,19.4,1.4,1538630.0,0.0,1538630.0,0.0,0.0,0.0
29,72,g,6.63,0.03,2493800.0,149610.0,2817410.0,0.0,0.0,0.0
29,73,g,4.2,0.3,2886960.0,503180.0,305609.0,0.0,0.0,0.0
29,74,g,1.594,0.01,3234670.0,0.0,3234670.0,0.0,0.0,0.0
29,75,g,1.224,0.003,2716700.0,0.0,2716700.0,0.0,30788.7,0.0
29,76,g,0.641,0.006,3635360.0,0.0,3635360.0,0.0,25670.2,0.0
29,76,m,1.27,0.3,3721330.0,0.0,3721330.0,0.0,0.0,0.0
29,77,g,0.469,0.008,3380000.0,0.0,3380000.0,0.0,0.0,0.0
29,78,g,0.342,0.011,4196670.0,0.0,4196670.0,0.0,0.0,0.0
29,79,g,0.188,0.025,2617570.0,0.0,2617570.0,0.0,954072.0,0.0
29,80,g,0.1,0.0,5130000.0,0.0,5130000.0,0.0,0.0,0.0
30,54,g,1e-09,1e-09,0.0,0.0,0.0,0.0,1502000.0,0.0
30,55,g,0.02,0.0,5566670.0,0.0,5566670.0,0.0,0.0,0.0
30,56,g,0.036,0.01,4290000.0,0.0,4290000.0,0.0,0.0,0.0
30,57,g,0.038,0.004,3937770.0,0.0,3937770.0,0.0,2244940.0,0.0
30,58,g,0.084,0.009,3075780.0,0.0,3075780.0,0.0,48697.5,0.0
30,59,g,0.182,0.0018,3801500.0,118296.0,1056490.0,41.3426,1330.42,41.3426
30,60,g,142.8,3.0,1118630.0,99305.7,1506500.0,0.0,0.0,0.0
30,61,g,89.1,0.2,1855260.0,42152.2,1524910.0,0.0,0.0,0.0
30,61,m,0.43,0.0,0.0,0.0,88400.0,0.0,0.0,0.0
30,61,n,0.14,0.07,0.0,0.0,418100.0,0.0,0.0,0.0
